id,time,x_true,y_true,z_true,x_measure,y_measure,z_measure,r_true,fi_true,psi_true,r_measure,fi_measure,psi_measure,v_x_true_extr,v_y_true_extr,v_z_true_extr,v_r_true_extr,v_fi_true_extr,v_psi_true_extr,v_x_measure_extr,v_y_measure_extr,v_z_measure_extr,v_r_measure_extr,v_fi_measure_extr,v_psi_measure_extr,x_err,y_err,z_err
0,0,0.0,0.0,0.0,16.249297588468558,12.01367136648302,20.01933863598888,0.0,,,28.445419512513105,0.6366403730266706,0.790090890328675,,,,,,,,,,,,,2.0,2.0,2.0
0,1,0.35,0.2,0.02,15.131758326918646,15.554339925083994,14.958365893494177,0.40360872141221127,0.519146114246523,1.521223081776872,26.35640929210547,0.7991684017789685,0.9672790932642665,0.35,0.2,0.02,0.40360872141221127,,,-1.1175392615499113,3.5406685586009736,-5.0609727424947035,-2.0890102204076335,0.16252802875229788,0.17718820293559157,2.0,2.0,2.0
0,2,0.7,0.4,0.04,14.884955196187422,14.186127691724796,15.747580391201922,0.8072174428244225,0.519146114246523,1.521223081776872,25.89969880627563,0.761364213674097,0.9172298594944938,0.35,0.2,0.02,0.40360872141221127,0.0,0.0,-0.24680313073122484,-1.3682122333591984,0.7892144977077447,-0.4567104858298414,-0.03780418810487152,-0.05004923376977277,2.0,2.0,2.0
0,3,1.0499999999999998,0.6000000000000001,0.06,15.44255317630375,12.780265156532733,14.129310063840355,1.2108261642366338,0.5191461142465231,1.521223081776872,24.52437621947588,0.6913454281660766,0.9568062977749985,0.34999999999999987,0.20000000000000007,0.019999999999999997,0.40360872141221127,1.1102230246251565e-16,0.0,0.5575979801163289,-1.4058625351920622,-1.6182703273615662,-1.3753225867997507,-0.07001878550802043,0.03957643828050472,2.0,2.0,2.0
0,4,1.4,0.8,0.08,16.410382560782722,14.85455678235221,13.669751976406184,1.614434885648845,0.519146114246523,1.521223081776872,26.015776599744786,0.7356765431075721,1.0175631461921875,0.3500000000000001,0.19999999999999996,0.020000000000000004,0.40360872141221127,-1.1102230246251565e-16,0.0,0.9678293844789714,2.074291625819477,-0.45955808743417137,1.4914003802689066,0.04433111494149555,0.06075684841718898,2.0,2.0,2.0
0,5,1.75,1.0,0.1,19.756719301384038,15.06363606674013,15.312968529725742,2.0180436070610566,0.5191461142465229,1.521223081776872,29.184380999042034,0.6514256242215158,1.0184367258050966,0.3500000000000001,0.19999999999999996,0.020000000000000004,0.4036087214122115,-1.1102230246251565e-16,0.0,3.3463367406013163,0.20907928438792034,1.643216553319558,3.168604399297248,-0.08425091888605629,0.0008735796129091256,2.0,2.0,2.0
0,6,2.0999999999999996,1.2000000000000002,0.12,16.543500899068867,16.688953090179904,13.311218975358535,2.4216523284732676,0.5191461142465231,1.521223081776872,27.00735321821935,0.7897749470795914,1.0554067238796194,0.34999999999999964,0.20000000000000018,0.01999999999999999,0.40360872141221105,2.220446049250313e-16,0.0,-3.213218402315171,1.6253170234397736,-2.0017495543672066,-2.1770277808226837,0.13834932285807555,0.036969998074522836,2.0,2.0,2.0
0,7,2.4499999999999997,1.4000000000000001,0.14,15.847908056757426,16.891784113772285,13.38201852365589,2.8252610498854787,0.519146114246523,1.521223081776872,26.7500837398539,0.8172714789295256,1.0468963690959223,0.3500000000000001,0.19999999999999996,0.020000000000000018,0.40360872141221105,-1.1102230246251565e-16,0.0,-0.6955928423114415,0.20283102359238114,0.07079954829735513,-0.2572694783654512,0.02749653184993417,-0.008510354783697105,2.0,2.0,2.0
0,8,2.8,1.6,0.16,19.336952495956112,15.158660231891371,17.060392783458173,3.22886977129769,0.519146114246523,1.521223081776872,29.91253439250275,0.6648600362432447,0.9638734367705978,0.3500000000000001,0.19999999999999996,0.01999999999999999,0.4036087214122115,0.0,0.0,3.489044439198686,-1.733123881880914,3.6783742598022826,3.1624506526488503,-0.15241144268628082,-0.08302293232532454,2.0,2.0,2.0
0,9,3.15,1.8,0.18,19.135730662527735,15.721153518556948,15.891931196950992,3.6324784927099016,0.519146114246523,1.521223081776872,29.425912613060344,0.6877498099760367,1.0002809498107577,0.3500000000000001,0.19999999999999996,0.01999999999999999,0.4036087214122115,0.0,0.0,-0.2012218334283773,0.5624932866655765,-1.1684615865071812,-0.48662177944240526,0.022889773732791996,0.03640751304015988,2.0,2.0,2.0
0,10,3.5,2.0,0.2,16.175259845538218,15.970740799862664,13.6710688165844,4.036087214122113,0.5191461142465229,1.521223081776872,26.525491802318488,0.7790360566916794,1.0293294349135877,0.3500000000000001,0.19999999999999996,0.020000000000000018,0.4036087214122115,-1.1102230246251565e-16,0.0,-2.960470816989517,0.2495872813057165,-2.220862380366592,-2.9004208107418563,0.09128624671564267,0.02904848510283009,2.0,2.0,2.0
0,11,3.8499999999999996,2.2,0.22,20.816826238224195,19.620097985965977,15.312342749937985,4.439695935534324,0.519146114246523,1.521223081776872,32.446206867720356,0.7558118615268212,1.079317564321928,0.34999999999999964,0.20000000000000018,0.01999999999999999,0.40360872141221105,1.1102230246251565e-16,0.0,4.641566392685977,3.6493571861033125,1.6412739333535846,5.920715065401868,-0.023224195164858186,0.04998812940834019,2.0,2.0,2.0
0,12,4.199999999999999,2.4000000000000004,0.24,19.146890633662863,15.383438772163522,13.161492585624037,4.843304656946535,0.5191461142465231,1.521223081776872,27.865363742032635,0.6768369211064765,1.0788702564093915,0.34999999999999964,0.20000000000000018,0.01999999999999999,0.40360872141221105,1.1102230246251565e-16,0.0,-1.6699356045613314,-4.236659213802454,-2.1508501643139475,-4.580843125687721,-0.0789749404203447,-0.0004473079125364432,2.0,2.0,2.0
0,13,4.55,2.6,0.26,24.548888117974794,21.954958283000305,13.145018043283589,5.246913378358747,0.519146114246523,1.521223081776872,35.46067681806678,0.7296770800593988,1.1910414585527742,0.35000000000000053,0.19999999999999973,0.020000000000000018,0.40360872141221193,-1.1102230246251565e-16,0.0,5.401997484311931,6.571519510836783,-0.01647454234044865,7.595313076034145,0.05284015895292227,0.11217120214338272,2.0,2.0,2.0
0,14,4.8999999999999995,2.8000000000000003,0.28,21.722908657383904,17.490068968437082,11.598841017951852,5.650522099770957,0.519146114246523,1.521223081776872,30.204641795880523,0.6778696497996733,1.1766625098706422,0.34999999999999964,0.20000000000000018,0.020000000000000018,0.40360872141221016,0.0,0.0,-2.82597946059089,-4.464889314563223,-1.5461770253317368,-5.256035022186257,-0.05180743025972545,-0.014378948682131965,2.0,2.0,2.0
